eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
1000.0,823.49534386,505,0.01279658,0.1821289,7.5065827,-0.0020858636,26.261326,0.07955288887023926,1820,3727360,7284.56389553,3727360
1000.0,830.51253526,514,0.013712719,0.18566895,7.477836,-0.0026643919,29.036356,0.07923269271850586,1830,3747840,7324.36079074,3747840
1000.0,843.9351007299999,508,0.015233261,0.2175293,7.4726534,-0.0011324675,26.532677,0.03809422254562378,1840,3768320,7364.406780412,3768320
1000.0,843.7016121699999,582,0.011696529,0.16015625,7.464432,-0.0024664798,29.180208,0.06166553497314453,1850,3788800,7403.417196544,3788800
1000.0,851.27536117,582,0.01571808,0.22021484,7.4583893,0.00013928645,26.30638,0.02542656660079956,1860,3809280,7438.345168738,3809280
1000.0,854.6284208100001,582,0.012622909,0.16345215,7.438995,-0.0028503137,28.04329,0.044899165630340576,1870,3829760,7473.316413709001,3829760
1000.0,855.1290551399999,582,0.025045644,0.2755127,7.399712,0.0051526213,27.016617,0.07503360509872437,1880,3850240,7508.416098782,3850240
1000.0,855.1417025200003,582,0.015563964,0.21582031,7.402049,0.0009744677,27.465836,0.06745237112045288,1890,3870720,7543.378863079999,3870720
1000.0,858.3450839599999,581,0.013562798,0.17297363,7.35573,-0.0004141332,26.576887,0.033877432346343994,1900,3891200,7578.398388898,3891200
1000.0,862.4962352800001,583,0.031009864,0.35986328,7.3503146,0.0006145768,27.584879,0.0938117504119873,1910,3911680,7613.4070035330005,3911680
1000.0,858.73781797,577,0.024427976,0.28515625,7.3455033,-0.0014984164,28.675545,0.11281216144561768,1920,3932160,7648.385542456999,3932160
1000.0,863.8127704499999,579,0.02124481,0.26831055,7.347319,0.00012430188,28.920467,-0.0002834796905517578,1930,3952640,7683.319964732,3952640
1000.0,864.4847749800001,581,0.012986579,0.19482422,7.3252873,-0.0012212886,28.385874,0.0600089430809021,1940,3973120,7718.447055190998,3973120
1000.0,870.57108505,580,0.013379181,0.17944336,7.3012857,-0.002109583,29.85745,0.09490269422531128,1950,3993600,7753.496361474001,3993600
1000.0,881.2659833700001,578,0.018457795,0.24023438,7.265307,-0.0015972772,30.259197,0.06671613454818726,1960,4014080,7788.6453829189995,4014080
1000.0,888.6900568799999,577,0.018258803,0.2331543,7.240757,-0.0008654661,30.398169,0.047055184841156006,1970,4034560,7823.568828045001,4034560
1000.0,893.9289402099998,580,0.021034623,0.27148438,7.222553,0.00048347109,39.56003,0.03466689586639404,1980,4055040,7858.5266831929985,4055040
1000.0,901.8749141199999,579,0.02018432,0.27038574,7.1945443,0.0027443005,30.571749,0.02535802125930786,1990,4075520,7893.623494275998,4075520
1000.0,900.94928376,580,0.017922997,0.23278809,7.1944766,-0.0009826339,44.247746,0.031091690063476562,2000,4096000,7928.6181788819995,4096000
1000.0,903.6563522299999,592,0.02670157,0.33093262,7.1665225,-0.00085682084,30.64034,0.0604938268661499,2010,4116480,7963.446775086999,4116480
1000.0,904.2232728,582,0.014466852,0.20922852,7.1608906,-0.0037020529,33.449852,0.2610967755317688,2020,4136960,7998.123965496001,4136960
1000.0,909.27185794,581,0.021160496,0.27661133,7.1412687,0.00079816754,31.492008,0.03909730911254883,2030,4157440,8033.007187617,4157440
1000.0,911.6380003300001,572,0.014852227,0.21411133,7.127402,-0.0002529038,31.122747,0.032929837703704834,2040,4177920,8068.005435588999,4177920
1000.0,914.49214168,583,0.012547946,0.17333984,7.1590652,-0.0014805677,30.342052,0.04380595684051514,2050,4198400,8102.831554820001,4198400
1000.0,917.4969413399999,585,0.020120954,0.23828125,7.13594,0.0032200771,30.36365,-0.014145612716674805,2060,4218880,8137.6809998339995,4218880
1000.0,916.9985022000001,584,0.016241178,0.22607422,7.1027083,-0.0027038378,30.658257,0.03965193033218384,2070,4239360,8172.556175442998,4239360
1000.0,917.7507382299998,578,0.016050214,0.20532227,7.093365,0.0013444533,33.435757,0.0760621428489685,2080,4259840,8207.629339798,4259840
1000.0,920.67840574,579,0.015867552,0.21740723,7.0901995,-0.0020645726,32.127098,0.030254840850830078,2090,4280320,8242.626521295999,4280320
1000.0,924.16224213,586,0.01952124,0.26098633,7.074866,-0.00033797364,32.442593,0.06608778238296509,2100,4300800,8277.641559257001,4300800
1000.0,916.1749618599999,578,0.014286063,0.20507812,7.09809,-0.0014630535,33.48183,0.07000845670700073,2110,4321280,8312.738288067001,4321280
1000.0,922.50812454,580,0.01498026,0.22094727,7.0846243,-0.0026342063,33.128605,0.0647236704826355,2120,4341760,8347.702026152001,4341760
1000.0,926.20052885,588,0.027366068,0.33325195,7.133122,0.0013412297,33.072594,0.1467381715774536,2130,4362240,8382.603109767999,4362240
1000.0,926.8399507600001,584,0.011134619,0.16320801,7.135553,-0.0036037806,31.687489,0.06788486242294312,2140,4382720,8417.39261559,4382720
1000.0,925.9917420300001,590,0.013268659,0.19274902,7.1482377,-0.0022594857,32.904034,0.07760006189346313,2150,4403200,8452.181042025,4403200
1000.0,931.1125526200001,579,0.018158054,0.2290039,7.14354,-0.001640244,32.916348,0.06858038902282715,2160,4423680,8486.916011957,4423680
1000.0,920.60680185,584,0.014925087,0.20715332,7.135799,0.002786289,34.799595,0.23478370904922485,2170,4444160,8521.545501395001,4444160
1000.0,916.9925254199999,587,0.019582469,0.25793457,7.126687,0.0024022823,33.662212,0.0918651819229126,2180,4464640,8556.312826682999,4464640
1000.0,917.9564227000001,583,0.019462485,0.2503662,7.0995398,-0.0008698329,32.537563,0.06439459323883057,2190,4485120,8591.139485758998,4485120
1000.0,908.39551131,592,0.010727964,0.15588379,7.069981,-0.0018806689,30.259846,0.10065746307373047,2200,4505600,8625.865315955001,4505600
1000.0,892.09510321,590,0.018364985,0.24621582,7.084035,-0.0015686202,29.84531,0.09066540002822876,2210,4526080,8660.451745354,4526080
1000.0,884.1945754199999,584,0.02575297,0.3375244,7.081803,0.0075462386,30.855013,0.09987246990203857,2220,4546560,8695.194810139,4546560
1000.0,876.6645748799998,580,0.018040085,0.25048828,7.0599074,-0.0015250264,39.760426,0.07392352819442749,2230,4567040,8729.711967612999,4567040
1000.0,870.48458603,585,0.028208433,0.3206787,7.0217075,0.0054930304,31.500885,0.06495505571365356,2240,4587520,8764.402680455001,4587520
1000.0,890.8522811999999,586,0.023026146,0.27868652,7.005178,-0.003341434,45.835953,0.0606343150138855,2250,4608000,8799.26752565,4608000
1000.0,903.8087485199999,581,0.016267633,0.23266602,6.9870434,-0.0010365426,31.379902,0.09173297882080078,2260,4628480,8834.162220204998,4628480
1000.0,916.7593919199999,579,0.01182422,0.16906738,6.983818,-0.0025676605,32.409584,0.04902040958404541,2270,4648960,8869.231554013,4648960
1000.0,923.1130864900001,580,0.021588502,0.26757812,6.989303,0.004295395,31.242353,0.06608402729034424,2280,4669440,8904.082976843001,4669440
1000.0,926.04454668,582,0.016721638,0.22265625,6.980307,0.00047665252,34.881363,0.04792410135269165,2290,4689920,8939.108280707998,4689920
1000.0,932.6218693400001,581,0.01404266,0.17883301,6.9761343,0.0019496728,34.05126,0.039900124073028564,2300,4710400,8974.034230632999,4710400
1000.0,930.1566966700001,581,0.012297001,0.17468262,6.9585176,-0.0014137826,34.480366,0.07817137241363525,2310,4730880,9008.773760541,4730880
1000.0,934.7509550799998,581,0.020715598,0.27111816,6.962965,-0.0031289826,33.209988,0.06640315055847168,2320,4751360,9043.739150721998,4751360
1000.0,942.40846006,588,0.017259318,0.2290039,6.9383407,-7.455025e-05,35.031303,0.08992093801498413,2330,4771840,9078.395352885,4771840
1000.0,946.9985606100001,584,0.019773703,0.27478027,6.9403386,-0.0032138336,35.787205,0.019473612308502197,2340,4792320,9113.324426838,4792320
1000.0,949.94742165,579,0.020974658,0.24743652,6.942231,-0.0030204433,35.541637,0.05196964740753174,2350,4812800,9148.099711281,4812800
1000.0,963.47061996,581,0.015357208,0.17602539,6.956852,-0.003192855,35.40539,0.05536109209060669,2360,4833280,9183.058055967002,4833280
1000.0,967.0626774600001,577,0.025087226,0.32177734,6.952847,-0.0025517675,35.73883,0.04568970203399658,2370,4853760,9217.986315195998,4853760
1000.0,968.7459765099999,566,0.04380759,0.39782715,6.953953,0.010657288,34.364635,0.07614487409591675,2380,4874240,9253.030827905,4874240
1000.0,973.5196006499999,584,0.015289059,0.19995117,6.9447694,0.001875423,34.97534,0.053843140602111816,2390,4894720,9288.024795744,4894720
1000.0,972.0231260899999,582,0.023914589,0.2947998,6.958099,-0.005517655,36.043396,0.02713412046432495,2400,4915200,9323.017669668,4915200
1000.0,969.7630128899999,586,0.01850221,0.2590332,6.95575,-0.0015303141,36.175617,0.07704347372055054,2410,4935680,9357.833154036001,4935680
1000.0,969.4483430999999,577,0.017220944,0.2446289,6.972638,0.00027569715,35.419376,0.06299197673797607,2420,4956160,9392.665321525,4956160
1000.0,963.7397367699999,582,0.011705505,0.1763916,6.9652076,-0.0017502257,34.072662,0.05544459819793701,2430,4976640,9427.475792502999,4976640
1000.0,954.6193197800001,588,0.024731275,0.30029297,6.9541264,-0.005982369,37.606155,0.24984973669052124,2440,4997120,9462.189590671998,4997120
