# {"t_start": 1587161644.6280663, "env_id": "HalfCheetahBulletEnv-v0"} 
r,l,t
486.287481,1000,2658.031309
480.462879,1000,2660.152406
482.047104,1000,2662.031204
476.733121,1000,2664.09811
481.17111,1000,2665.943491
490.619052,1000,2667.984216
490.661204,1000,2669.82648
482.838375,1000,2671.891321
483.616012,1000,2673.754675
481.900206,1000,2675.805613
504.834593,1000,2677.616493
390.067575,1000,2679.632642
522.319993,1000,2681.469833
490.198335,1000,2683.51728
498.355669,1000,2685.386088
498.648707,1000,2687.315284
485.680252,1000,2689.432053
510.266335,1000,2691.354083
466.61441,1000,2693.428887
511.062889,1000,2695.274192
509.817829,1000,2697.343385
480.011193,1000,2699.1754
486.969125,1000,2701.246264
499.304455,1000,2703.102599
524.285957,1000,2705.134634
477.6776,1000,2706.972733
502.6014,1000,2709.019339
490.839141,1000,2710.891429
506.140062,1000,2712.960824
504.541596,1000,2714.820585
500.73362,1000,2716.881689
475.543125,1000,2718.718549
483.651726,1000,2720.785961
470.605965,1000,2722.637347
482.418526,1000,2724.682798
494.756796,1000,2726.528358
477.536706,1000,2728.606536
478.148046,1000,2730.476477
490.843087,1000,2732.526017
496.922364,1000,2734.39936
493.919292,1000,2736.460367
471.588043,1000,2738.314127
482.831826,1000,2740.416155
492.938865,1000,2742.262049
490.054325,1000,2744.266814
510.128723,1000,2746.135642
491.272609,1000,2748.295893
505.454432,1000,2750.22241
502.60959,1000,2752.283522
492.502856,1000,2754.137089
511.691762,1000,2756.176611
494.986639,1000,2758.000981
489.745101,1000,2760.077697
486.441632,1000,2761.93381
503.276063,1000,2763.983817
498.264376,1000,2765.858859
512.771236,1000,2767.908644
479.56591,1000,2769.745442
482.743602,1000,2771.602706
488.620644,1000,2773.631183
485.202827,1000,2775.447016
465.208564,1000,2777.550792
474.403032,1000,2779.360567
474.153623,1000,2781.461985
517.919092,1000,2783.322827
492.02169,1000,2785.394094
506.726547,1000,2787.25374
496.934418,1000,2789.329347
524.206849,1000,2791.15102
494.200262,1000,2793.195108
500.410257,1000,2795.062056
490.611606,1000,2797.111403
504.704764,1000,2798.959239
507.762289,1000,2800.984297
482.348342,1000,2802.822722
483.070796,1000,2804.8624
502.225135,1000,2806.704743
501.838999,1000,2808.878099
486.557054,1000,2810.827931
494.920136,1000,2812.858562
510.715674,1000,2814.699261
482.338228,1000,2816.764856
502.840827,1000,2818.642654
510.539262,1000,2820.720683
496.377827,1000,2822.565521
486.562944,1000,2824.622617
500.881407,1000,2826.485819
505.524911,1000,2828.507282
505.494091,1000,2830.291777
506.436995,1000,2832.339513
504.939139,1000,2834.160175
-1693.638079,1000,2836.262776
493.451831,1000,2838.127651
449.686946,1000,2840.165546
467.815153,1000,2842.059485
521.137997,1000,2844.107052
524.558603,1000,2845.921504
494.726183,1000,2847.936037
522.213443,1000,2849.750607
-1594.347344,1000,2851.818245
512.004879,1000,2853.668514
499.386245,1000,2855.522244
502.638502,1000,2857.624663
498.025429,1000,2859.481914
498.69806,1000,2861.543895
493.38493,1000,2863.378808
493.109914,1000,2865.42426
497.820636,1000,2867.250273
499.473203,1000,2869.43022
499.715483,1000,2871.377866
533.774271,1000,2873.411368
514.838456,1000,2875.295331
511.022156,1000,2877.36762
516.858136,1000,2879.20356
511.669667,1000,2881.24859
509.117697,1000,2883.115226
507.991274,1000,2885.161566
509.182198,1000,2887.017725
510.478325,1000,2889.070113
505.74334,1000,2890.93052
489.219566,1000,2892.997789
472.179016,1000,2894.83522
476.077193,1000,2896.864704
487.187759,1000,2898.732107
504.835164,1000,2900.809773
498.565858,1000,2902.70188
492.773164,1000,2904.744101
506.421899,1000,2906.584558
506.159366,1000,2908.628668
496.175267,1000,2910.454894
-1129.921656,1000,2912.494962
489.337996,1000,2914.353721
507.967474,1000,2916.400106
512.075344,1000,2918.242425
496.426345,1000,2920.280758
508.709016,1000,2922.071287
528.965688,1000,2924.095978
507.111025,1000,2925.941185
504.134326,1000,2927.98944
487.850203,1000,2929.89958
497.202073,1000,2932.015716
518.323186,1000,2933.833478
531.658093,1000,2935.907792
512.484752,1000,2937.787645
520.000659,1000,2939.586832
483.139799,1000,2941.643547
484.011018,1000,2943.469777
461.694297,1000,2945.539091
499.288031,1000,2947.395718
525.84421,1000,2949.41237
515.588117,1000,2951.25637
512.010847,1000,2953.36755
502.502806,1000,2955.259123
500.819056,1000,2957.315458
506.690301,1000,2959.186104
502.369234,1000,2961.256702
487.494373,1000,2963.125295
496.911138,1000,2965.158966
523.020721,1000,2966.975805
499.874547,1000,2969.029022
497.505726,1000,2970.845925
488.867153,1000,2972.868361
505.160914,1000,2974.755405
480.833891,1000,2976.804644
496.273974,1000,2978.667855
486.73036,1000,2980.797098
502.729274,1000,2982.633884
480.865571,1000,2984.664056
514.258991,1000,2986.521299
480.394078,1000,2988.54229
529.602023,1000,2990.483269
502.993393,1000,2992.60503
506.257994,1000,2994.463643
510.533369,1000,2996.534044
30.522588,1000,2998.400216
493.93109,1000,3000.47092
499.744442,1000,3002.325277
490.730979,1000,3004.343081
504.432187,1000,3006.198954
507.501002,1000,3008.214954
521.168753,1000,3010.042486
499.192915,1000,3012.085186
504.564602,1000,3013.944308
514.364099,1000,3016.003912
501.410384,1000,3017.861426
495.013146,1000,3019.662306
503.734179,1000,3021.728242
506.364198,1000,3023.584773
506.030283,1000,3025.671222
514.433507,1000,3027.509163
500.121774,1000,3029.591137
505.91336,1000,3031.428439
503.506755,1000,3033.473657
539.975203,1000,3035.327618
498.9068,1000,3037.363198
507.430348,1000,3039.177039
489.254667,1000,3041.260285
492.622537,1000,3043.074788
524.56881,1000,3045.130887
501.794928,1000,3047.025973
480.242493,1000,3049.066309
496.395612,1000,3050.983874
513.315984,1000,3053.128516
515.412347,1000,3054.994652
504.255886,1000,3057.092116
507.681794,1000,3058.936703
513.626174,1000,3060.988853
520.355318,1000,3062.858841
508.1244,1000,3064.92173
515.135684,1000,3066.778108
523.264578,1000,3068.851714
520.678307,1000,3070.675115
500.30467,1000,3072.739109
507.141187,1000,3074.579126
511.086928,1000,3076.646562
507.444902,1000,3078.497809
494.973521,1000,3080.518095
511.812884,1000,3082.380529
503.460576,1000,3084.411617
514.216352,1000,3086.261417
500.065953,1000,3088.316946
498.31859,1000,3090.168196
506.088869,1000,3092.198459
526.754256,1000,3094.03877
500.557053,1000,3096.103477
501.911107,1000,3097.94945
517.455593,1000,3100.028362
503.228706,1000,3101.873971
502.595725,1000,3103.710778
516.179737,1000,3105.762576
517.464567,1000,3107.636634
487.613851,1000,3109.69571
515.257345,1000,3111.585784
501.113603,1000,3113.714832
513.284779,1000,3115.585454
486.173487,1000,3117.632462
494.979564,1000,3119.450889
474.684454,1000,3121.490859
509.231933,1000,3123.344221
465.828053,1000,3125.412883
496.815444,1000,3127.220943
515.739152,1000,3129.25085
475.57238,1000,3131.081467
472.849607,1000,3133.125208
478.437728,1000,3134.972549
474.643514,1000,3137.010501
485.269089,1000,3138.867181
448.247518,1000,3140.939484
464.618287,1000,3142.789491
474.5518,1000,3144.870307
419.528246,1000,3146.730901
510.828306,1000,3148.818413
505.617518,1000,3150.667463
476.14525,1000,3152.717018
498.506956,1000,3154.568511
507.314265,1000,3156.605186
506.686473,1000,3158.441915
503.533829,1000,3160.490988
510.487202,1000,3162.328365
500.75453,1000,3164.374099
531.112198,1000,3166.186041
522.341955,1000,3168.24488
508.533586,1000,3170.145803
505.542149,1000,3172.228617
514.64079,1000,3174.151392
509.491133,1000,3176.255237
509.252165,1000,3178.095162
512.315906,1000,3180.160147
516.412756,1000,3181.990924
502.205242,1000,3184.05359
516.42944,1000,3185.889724
509.374104,1000,3187.755209
492.046318,1000,3189.79845
513.670952,1000,3191.652134
491.515808,1000,3193.696043
514.525656,1000,3195.54502
511.888087,1000,3197.600749
502.873833,1000,3199.478154
476.736485,1000,3201.517583
506.491109,1000,3203.34015
521.532783,1000,3205.366665
511.572626,1000,3207.238235
527.641732,1000,3209.314872
514.716252,1000,3211.149163
531.674635,1000,3213.18592
527.501911,1000,3215.034923
511.797435,1000,3217.105602
490.061444,1000,3218.966598
523.344628,1000,3221.0425
499.511649,1000,3222.89633
489.324356,1000,3224.925638
505.025605,1000,3226.780464
506.350391,1000,3228.78058
519.992563,1000,3230.737849
511.900335,1000,3232.820159
503.671944,1000,3234.729417
490.792752,1000,3236.826225
484.884102,1000,3238.66947
490.813094,1000,3240.709752
499.465163,1000,3242.588972
508.676243,1000,3244.668408
461.996244,1000,3246.476052
512.006998,1000,3248.473057
499.377387,1000,3250.288162
503.876571,1000,3252.385046
508.017194,1000,3254.251707
504.171267,1000,3256.293627
510.269786,1000,3258.152463
505.294,1000,3260.241261
515.757289,1000,3262.092406
517.688838,1000,3264.132758
519.616562,1000,3266.037589
509.508768,1000,3268.106614
519.839327,1000,3269.970131
497.23451,1000,3271.833572
507.518845,1000,3273.870345
520.14471,1000,3275.702359
514.732659,1000,3277.766941
507.966168,1000,3279.602171
513.392264,1000,3281.653037
498.240686,1000,3283.477105
509.011883,1000,3285.522003
496.41002,1000,3287.350312
490.773177,1000,3289.387609
488.86314,1000,3291.288573
523.37435,1000,3293.381229
493.093927,1000,3295.294172
512.172432,1000,3297.376771
512.740272,1000,3299.210229
487.366202,1000,3301.274051
494.832362,1000,3303.124273
508.164111,1000,3305.118313
501.953784,1000,3306.931536
511.319955,1000,3308.970766
514.625668,1000,3310.796937
478.485205,1000,3312.822364
488.31144,1000,3314.696665
517.868838,1000,3316.745438
474.946938,1000,3318.611593
502.361646,1000,3320.647412
519.592338,1000,3322.488993
522.483156,1000,3324.532523
523.964864,1000,3326.406588
534.831236,1000,3328.475579
532.705032,1000,3330.346649
507.704452,1000,3332.407067
510.054127,1000,3334.274138
520.828527,1000,3336.330222
523.764678,1000,3338.154288
504.490089,1000,3340.230104
516.130444,1000,3342.072972
512.585476,1000,3344.102704
472.554621,1000,3345.91566
502.16987,1000,3347.950311
505.445741,1000,3349.805014
501.366705,1000,3351.907734
528.667501,1000,3353.779783
510.099073,1000,3355.745435
497.625394,1000,3357.815532
474.751237,1000,3359.696714
505.783353,1000,3361.773752
463.857751,1000,3363.640958
513.11773,1000,3365.684762
526.855591,1000,3367.516319
488.857303,1000,3369.512601
512.90176,1000,3371.334537
496.21315,1000,3373.371888
502.057598,1000,3375.214112
502.999209,1000,3377.260368
498.955706,1000,3379.109096
488.065528,1000,3381.193681
496.07181,1000,3383.02995
511.641957,1000,3385.085777
511.305574,1000,3386.930879
528.8971,1000,3388.989896
507.225628,1000,3390.837969
473.639045,1000,3392.862601
505.240851,1000,3394.71823
506.397466,1000,3396.775306
485.427011,1000,3398.607329
514.810542,1000,3400.669398
508.357396,1000,3402.471726
494.139199,1000,3404.52708
504.715013,1000,3406.374686
511.035884,1000,3408.454456
524.866782,1000,3410.315702
494.361228,1000,3412.419504
520.523358,1000,3414.289044
490.876536,1000,3416.423267
528.497826,1000,3418.280886
509.952491,1000,3420.330662
499.11629,1000,3422.202739
492.103347,1000,3424.243597
530.369111,1000,3426.082128
517.245616,1000,3428.115603
490.664257,1000,3429.94037
499.768464,1000,3432.021937
524.188583,1000,3433.821255
497.293164,1000,3435.835701
518.967232,1000,3437.708238
490.400197,1000,3439.552214
508.945141,1000,3441.603831
511.298118,1000,3443.42732
517.894804,1000,3445.487174
509.761892,1000,3447.375342
521.924113,1000,3449.441947
502.317274,1000,3451.288939
530.465568,1000,3453.328793
521.771599,1000,3455.179469
518.977763,1000,3457.239353
529.85025,1000,3459.07809
522.091808,1000,3461.14913
526.355909,1000,3463.006546
516.871395,1000,3465.076023
518.722467,1000,3466.918946
518.274222,1000,3468.963916
519.239498,1000,3470.82902
512.414894,1000,3472.989662
507.533604,1000,3474.883036
516.333974,1000,3477.016783
539.962106,1000,3478.899566
520.952296,1000,3480.937652
516.851816,1000,3482.798832
513.116906,1000,3484.863677
514.60559,1000,3486.700411
501.934231,1000,3488.747243
534.999528,1000,3490.617413
511.945573,1000,3492.655587
512.974652,1000,3494.504807
514.361964,1000,3496.600658
532.056148,1000,3498.428406
522.236969,1000,3500.500553
523.26247,1000,3502.363397
525.793258,1000,3504.376744
512.57327,1000,3506.214338
521.525643,1000,3508.305857
516.779611,1000,3510.170698
529.415734,1000,3512.220395
509.655422,1000,3514.07782
542.089867,1000,3516.136538
509.356342,1000,3517.932488
521.449437,1000,3519.786507
486.526003,1000,3521.836036
518.192075,1000,3523.708141
531.306612,1000,3525.755107
506.835103,1000,3527.598713
510.84845,1000,3529.660246
507.594675,1000,3531.499335
524.099475,1000,3533.632602
526.035083,1000,3535.494979
523.368925,1000,3537.614187
551.152616,1000,3539.48571
549.92605,1000,3541.556967
517.893556,1000,3543.387605
537.105155,1000,3545.429555
534.635099,1000,3547.270304
519.529503,1000,3549.29052
533.541777,1000,3551.082453
535.172444,1000,3553.163984
540.281929,1000,3555.014834
538.608956,1000,3557.029814
512.926446,1000,3558.889104
514.834606,1000,3560.939509
519.523883,1000,3562.749952
538.654522,1000,3564.791239
530.491601,1000,3566.608024
528.355129,1000,3568.668556
531.001666,1000,3570.524468
514.087204,1000,3572.570899
550.225852,1000,3574.41759
536.455245,1000,3576.483976
525.977839,1000,3578.3292
527.432707,1000,3580.393869
512.926922,1000,3582.194406
510.039702,1000,3584.230328
533.950324,1000,3586.090309
527.801781,1000,3588.133415
519.751978,1000,3589.997278
521.60236,1000,3592.056956
532.534966,1000,3593.983564
541.628638,1000,3596.046202
528.537262,1000,3597.961699
520.857919,1000,3600.061656
522.353366,1000,3601.909919
521.869896,1000,3603.766216
501.168648,1000,3605.841065
535.409036,1000,3607.683104
531.587275,1000,3609.691841
511.977711,1000,3611.543525
520.208734,1000,3613.6032
516.752111,1000,3615.427501
514.041182,1000,3617.486569
516.189422,1000,3619.336603
536.226189,1000,3621.422313
536.557324,1000,3623.259123
524.373887,1000,3625.307264
513.352417,1000,3627.149667
513.609002,1000,3629.196542
497.722144,1000,3631.073063
518.870696,1000,3633.102934
531.910035,1000,3634.924225
490.016015,1000,3636.954922
501.798048,1000,3638.795892
537.382371,1000,3640.848952
520.162441,1000,3642.683735
545.61101,1000,3644.699705
543.441374,1000,3646.54688
519.644521,1000,3648.612333
524.14207,1000,3650.45858
511.557207,1000,3652.476268
545.579392,1000,3654.409531
538.113156,1000,3656.47012
516.020496,1000,3658.433717
562.005048,1000,3660.519306
519.547423,1000,3662.355415
512.265389,1000,3664.387615
525.926513,1000,3666.218151
509.077844,1000,3668.245196
505.779627,1000,3670.045657
539.219296,1000,3672.025931
537.652388,1000,3673.863563
535.096003,1000,3675.903888
533.426723,1000,3677.745436
535.6347,1000,3679.804087
501.436834,1000,3681.666292
534.917374,1000,3683.720957
529.534409,1000,3685.577108
519.985104,1000,3687.387444
538.395591,1000,3689.424164
538.280963,1000,3691.288564
531.154554,1000,3693.340085
516.00029,1000,3695.174815
523.840228,1000,3697.247661
538.617193,1000,3699.094265
507.643232,1000,3701.181965
534.989772,1000,3703.026213
523.531002,1000,3705.05284
500.631442,1000,3706.887441
541.318974,1000,3708.948795
525.681486,1000,3710.790971
518.965881,1000,3712.833687
531.945765,1000,3714.718913
541.930167,1000,3716.758285
536.704702,1000,3718.686085
539.841841,1000,3720.724768
520.525777,1000,3722.599286
534.007515,1000,3724.6304
530.192592,1000,3726.436795
542.417518,1000,3728.46974
511.650404,1000,3730.300498
518.273215,1000,3732.328037
515.150345,1000,3734.160436
534.394169,1000,3736.218111
536.20065,1000,3738.030507
526.755621,1000,3740.11355
501.372528,1000,3741.975937
532.052936,1000,3743.986099
498.468139,1000,3745.845861
537.922757,1000,3747.920646
513.644414,1000,3749.758984
522.346911,1000,3751.793875
553.659723,1000,3753.627306
553.904896,1000,3755.672123
513.693069,1000,3757.501577
550.58537,1000,3759.524923
554.524176,1000,3761.346457
533.258701,1000,3763.371336
530.185357,1000,3765.232245
526.47559,1000,3767.282576
519.197344,1000,3769.149115
497.443584,1000,3770.991968
535.140841,1000,3773.017689
501.343241,1000,3774.916203
558.13393,1000,3777.006243
531.915813,1000,3778.954785
504.508917,1000,3780.98733
555.418049,1000,3782.844804
532.850244,1000,3784.913652
554.022813,1000,3786.768811
534.40748,1000,3788.816149
534.645143,1000,3790.628779
553.015031,1000,3792.673887
540.867105,1000,3794.503871
529.003889,1000,3796.545946
530.274514,1000,3798.340357
545.823141,1000,3800.394958
537.673919,1000,3802.263795
509.922262,1000,3804.293822
527.279615,1000,3806.138872
537.415195,1000,3808.167735
526.388137,1000,3810.027199
532.269092,1000,3812.094789
548.060052,1000,3813.954172
536.593489,1000,3816.0124
523.180528,1000,3817.864372
539.547646,1000,3819.934063
527.697861,1000,3821.763925
525.031025,1000,3823.808041
542.499476,1000,3825.647124
526.311803,1000,3827.702543
525.637597,1000,3829.559018
522.650894,1000,3831.603407
523.729414,1000,3833.451919
536.17206,1000,3835.6497
522.788477,1000,3837.492679
533.30441,1000,3839.65502
545.562751,1000,3841.487684
536.50654,1000,3843.569957
530.388014,1000,3845.44715
515.205241,1000,3847.485081
539.592992,1000,3849.347634
523.740453,1000,3851.385569
517.233097,1000,3853.319788
523.066987,1000,3855.215712
525.113596,1000,3857.301113
540.368027,1000,3859.131601
529.697519,1000,3861.188588
526.746124,1000,3863.029133
544.817906,1000,3865.066226
525.80062,1000,3866.927177
551.906149,1000,3868.968876
507.531494,1000,3870.853433
522.974463,1000,3872.955832
520.160227,1000,3874.819995
531.019588,1000,3876.868475
546.698347,1000,3878.7141
532.230355,1000,3880.79126
523.136588,1000,3882.602696
531.467129,1000,3884.65627
531.501935,1000,3886.520597
550.697923,1000,3888.566635
559.687782,1000,3890.432843
530.654022,1000,3892.464928
532.641505,1000,3894.33965
553.055206,1000,3896.472749
528.928271,1000,3898.355278
529.672532,1000,3900.521254
527.06797,1000,3902.375507
546.99313,1000,3904.50552
567.5931,1000,3906.358428
535.078746,1000,3908.395574
530.101888,1000,3910.207303
537.291846,1000,3912.231781
544.985938,1000,3914.038198
553.317643,1000,3916.080129
547.141195,1000,3917.951089
528.957786,1000,3919.951358
541.01112,1000,3921.794371
554.65398,1000,3923.792006
565.104718,1000,3925.621444
562.765826,1000,3927.654633
537.681498,1000,3929.501124
540.149385,1000,3931.558286
540.639692,1000,3933.431882
549.118399,1000,3935.436925
545.712498,1000,3937.262872
548.049702,1000,3939.106177
554.717606,1000,3941.192324
546.685431,1000,3943.012179
544.178622,1000,3945.045933
548.96502,1000,3946.878424
546.756794,1000,3948.92032
533.180526,1000,3950.766189
551.681017,1000,3952.81605
559.350538,1000,3954.646459
567.09785,1000,3956.760159
546.152156,1000,3958.59952
551.78915,1000,3960.673772
542.21752,1000,3962.500541
543.764879,1000,3964.558396
527.301137,1000,3966.390634
569.919626,1000,3968.424365
553.311102,1000,3970.252627
536.253594,1000,3972.236894
540.985652,1000,3974.063861
543.036053,1000,3976.126643
518.166791,1000,3977.943581
521.262048,1000,3980.0172
520.041519,1000,3981.890847
546.85574,1000,3983.913136
542.267288,1000,3985.750555
508.803319,1000,3987.783485
518.82952,1000,3989.625452
529.079408,1000,3991.657434
559.48263,1000,3993.483374
516.312699,1000,3995.50354
531.239086,1000,3997.326022
546.412724,1000,3999.321074
537.902623,1000,4001.157438
546.158854,1000,4003.194602
545.841261,1000,4005.018256
528.728163,1000,4007.068208
552.983703,1000,4008.894611
541.280775,1000,4010.896583
548.724561,1000,4012.732757
547.419337,1000,4014.788855
563.885909,1000,4016.71422
559.17292,1000,4018.557804
540.614655,1000,4020.70429
537.610665,1000,4022.57591
537.843385,1000,4024.63739
535.84362,1000,4026.465337
520.391101,1000,4028.541799
571.125921,1000,4030.325439
565.381234,1000,4032.330796
536.097875,1000,4034.195661
555.173924,1000,4036.243714
537.601492,1000,4038.043005
564.246722,1000,4040.022712
560.905059,1000,4041.831924
541.165285,1000,4043.859883
564.160438,1000,4045.715304
564.671401,1000,4047.722171
544.433055,1000,4049.564862
543.462352,1000,4051.642561
549.993143,1000,4053.496686
545.921525,1000,4055.553582
546.404999,1000,4057.392418
555.946537,1000,4059.449572
545.147335,1000,4061.299538
539.731045,1000,4063.336928
561.808198,1000,4065.149009
532.16163,1000,4067.166277
542.825681,1000,4068.989607
547.47661,1000,4071.023637
516.610763,1000,4072.886957
528.132522,1000,4074.915217
553.623041,1000,4076.816939
542.336028,1000,4078.864808
540.792452,1000,4080.767986
527.012262,1000,4082.824459
559.817294,1000,4084.669683
555.049063,1000,4086.730901
553.840125,1000,4088.57987
551.258289,1000,4090.615665
573.555728,1000,4092.458509
565.038231,1000,4094.523932
552.399982,1000,4096.354849
545.72198,1000,4098.420424
536.460534,1000,4100.242386
561.402258,1000,4102.038565
560.317022,1000,4104.077414
539.475163,1000,4105.905923
483.097461,1000,4107.901458
557.312663,1000,4109.751067
538.681233,1000,4111.769179
553.002394,1000,4113.627403
546.772481,1000,4115.706469
544.45679,1000,4117.546676
561.489266,1000,4119.580455
536.587502,1000,4121.398633
554.264765,1000,4123.445227
442.981637,1000,4125.307857
568.148775,1000,4127.338455
533.951617,1000,4129.165663
533.899585,1000,4131.188555
557.320651,1000,4132.985481
560.522645,1000,4135.007954
555.297972,1000,4136.855372
529.249661,1000,4138.977931
-918.247168,1000,4140.912066
565.374167,1000,4142.955504
568.95151,1000,4144.76464
540.435159,1000,4146.834457
542.905873,1000,4148.661587
542.925845,1000,4150.713699
550.993722,1000,4152.55989
551.103899,1000,4154.595599
517.522122,1000,4156.410459
546.230275,1000,4158.455516
564.199796,1000,4160.299817
563.527971,1000,4162.346831
533.505378,1000,4164.188552
553.44693,1000,4166.217766
552.91405,1000,4168.059847
574.791918,1000,4170.093436
590.529351,1000,4171.89576
568.751378,1000,4173.946745
566.62269,1000,4175.80323
579.029946,1000,4177.876743
571.057953,1000,4179.725519
560.411817,1000,4181.774333
568.671664,1000,4183.593147
565.686086,1000,4185.392967
569.646632,1000,4187.463758
577.665994,1000,4189.313836
548.236833,1000,4191.362523
546.903885,1000,4193.169746
569.857586,1000,4195.216238
528.871084,1000,4197.078527
559.183125,1000,4199.12476
531.005706,1000,4201.005774
563.238951,1000,4203.086714
542.029612,1000,4204.886389
580.155406,1000,4206.951134
534.550483,1000,4208.786854
563.5883,1000,4210.826619
576.939555,1000,4212.671712
538.555588,1000,4214.712745
588.461322,1000,4216.564973
549.172309,1000,4218.613892
563.93012,1000,4220.413111
551.713415,1000,4222.422426
541.995043,1000,4224.221897
547.122221,1000,4226.247725
541.755899,1000,4228.099468
522.941635,1000,4230.118731
546.601224,1000,4231.955986
561.642118,1000,4234.021923
547.530008,1000,4235.847904
556.922861,1000,4237.921492
553.530141,1000,4239.770497
557.118734,1000,4241.813555
539.589132,1000,4243.645463
550.14444,1000,4245.646949
559.224802,1000,4247.476175
530.518979,1000,4249.510588
541.240441,1000,4251.374833
537.76802,1000,4253.416945
527.636435,1000,4255.265435
536.02124,1000,4257.336944
537.549764,1000,4259.270139
552.161223,1000,4261.393516
552.809239,1000,4263.235153
526.361232,1000,4265.294412
541.673104,1000,4267.176837
518.694094,1000,4268.993672
538.514314,1000,4271.002209
546.136042,1000,4272.800155
545.391684,1000,4274.803824
519.465057,1000,4276.632969
540.820421,1000,4278.685782
534.548027,1000,4280.529662
534.064093,1000,4282.553153
532.953463,1000,4284.388045
543.303637,1000,4286.419173
559.089267,1000,4288.268474
551.612634,1000,4290.31347
563.512199,1000,4292.163244
541.876957,1000,4294.24497
533.889079,1000,4296.090336
545.597838,1000,4298.179546
546.709813,1000,4300.0345
527.883836,1000,4302.071628
512.090429,1000,4303.936607
516.329052,1000,4305.947486
537.87208,1000,4307.766058
523.641262,1000,4309.814594
554.849747,1000,4311.65091
558.072667,1000,4313.698833
523.245357,1000,4315.613429
526.374762,1000,4317.595743
534.843785,1000,4319.489341
553.941843,1000,4321.585508
534.755883,1000,4323.40396
543.340061,1000,4325.481226
555.258625,1000,4327.349785
533.007606,1000,4329.40493
518.778016,1000,4331.287653
520.788926,1000,4333.355508
580.041167,1000,4335.175554
552.969343,1000,4337.25078
565.825455,1000,4339.115641
548.732232,1000,4341.123946
528.071535,1000,4342.97412
552.82559,1000,4345.010268
569.293487,1000,4346.848767
542.990586,1000,4348.899278
560.28204,1000,4350.729497
527.618687,1000,4352.553368
568.514272,1000,4354.647971
553.84834,1000,4356.474128
550.040057,1000,4358.52375
560.371215,1000,4360.386091
575.744336,1000,4362.415648
558.203929,1000,4364.266289
569.673295,1000,4366.30474
553.860655,1000,4368.124955
555.800013,1000,4370.17648
557.293339,1000,4372.018863
564.613191,1000,4374.051858
557.155621,1000,4375.868561
553.610228,1000,4377.923734
550.013223,1000,4379.859835
544.328944,1000,4381.964842
545.438463,1000,4383.855028
568.323615,1000,4385.905394
547.487744,1000,4387.786397
551.570405,1000,4389.822285
568.539613,1000,4391.67477
547.058979,1000,4393.765744
553.840076,1000,4395.595757
549.667609,1000,4397.653802
537.223415,1000,4399.50084
535.168953,1000,4401.580442
561.815028,1000,4403.452058
555.055224,1000,4405.493997
528.605144,1000,4407.33749
425.576493,1000,4409.422813
563.10099,1000,4411.276385
535.833806,1000,4413.338798
511.618979,1000,4415.1804
526.479661,1000,4417.26052
570.357759,1000,4419.144847
548.705451,1000,4421.20397
552.91067,1000,4423.029301
541.687378,1000,4425.068543
528.686797,1000,4426.912776
528.912516,1000,4428.994111
547.326965,1000,4430.841826
544.597096,1000,4432.912094
555.340397,1000,4434.779292
539.688663,1000,4436.639693
537.01369,1000,4438.669093
555.502783,1000,4440.590422
530.456775,1000,4442.713172
544.63733,1000,4444.559984
553.432452,1000,4446.573403
541.738128,1000,4448.4113
540.62387,1000,4450.43736
538.875968,1000,4452.27192
547.786546,1000,4454.345636
548.681235,1000,4456.194803
563.752748,1000,4458.280611
568.191661,1000,4460.1522
520.078335,1000,4462.200028
538.823809,1000,4464.042451
553.682682,1000,4466.094119
555.459574,1000,4467.939875
537.012302,1000,4469.991697
575.808809,1000,4471.837325
542.027957,1000,4473.884704
561.302962,1000,4475.75864
565.157054,1000,4477.809052
549.002091,1000,4479.665831
568.935927,1000,4481.721424
564.82117,1000,4483.581824
561.155752,1000,4485.635115
564.967061,1000,4487.458919
545.600379,1000,4489.495803
555.890297,1000,4491.340775
556.282864,1000,4493.398057
558.106436,1000,4495.214998
560.83933,1000,4497.307482
557.770607,1000,4499.14991
568.257664,1000,4501.248794
537.646866,1000,4503.185436
520.287479,1000,4505.288149
545.590131,1000,4507.167804
549.373749,1000,4509.276737
552.747758,1000,4511.129654
528.374754,1000,4513.189674
535.092366,1000,4515.041867
549.376118,1000,4516.908338
576.820232,1000,4518.962131
550.179821,1000,4520.807456
540.219223,1000,4522.829973
563.0451,1000,4524.656305
552.386609,1000,4526.705892
566.418432,1000,4528.566458
547.634971,1000,4530.61953
559.211302,1000,4532.461197
562.657141,1000,4534.521389
554.385944,1000,4536.354154
559.54371,1000,4538.42066
548.173287,1000,4540.304046
561.826216,1000,4542.345067
549.128764,1000,4544.212812
566.967368,1000,4546.206574
564.198469,1000,4547.999741
535.738307,1000,4550.054045
565.475366,1000,4551.884975
547.445177,1000,4553.934241
559.975952,1000,4555.803698
571.338029,1000,4557.81967
554.406092,1000,4559.62305
564.310301,1000,4561.781548
539.842732,1000,4563.657199
543.066843,1000,4565.740496
555.119393,1000,4567.586516
570.057001,1000,4569.618244
560.607303,1000,4571.487666
551.464613,1000,4573.547639
565.274755,1000,4575.40172
543.918461,1000,4577.451792
569.988567,1000,4579.259152
559.677424,1000,4581.300792
535.075366,1000,4583.141441
535.493,1000,4585.175598
583.181548,1000,4586.99536
560.084066,1000,4589.032987
539.273324,1000,4590.867258
529.56271,1000,4592.911705
562.208091,1000,4594.762912
570.761336,1000,4596.801139
553.002783,1000,4598.680032
